Perfume,Brand,Gender,Country,Citrus–Green,Amber–Resinous,Musky–Soapy,Marine–Ozonic,Spicy–Aromatic,Woody–Earthy,Floral–Powdery,Fruity–Tropical,Sweet–Gourmand,Smoky–Leathery
perle-imperiale,guerlain,unisex,France,0.08,0.0,0.0,0.0,0.0,0.08,0.28,0.08,0.0,0.47
banho-de-sorte,o-boticario,women,Brazil,0.06,0.28,0.0,0.0,0.12,0.4,0.14,0.0,0.0,0.0
x2o-extraordinary-for-women,ted-baker,women,UK,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0
nafnaf-too,nafnaf,women,France,0.1,0.0,0.0,0.0,0.0,0.59,0.21,0.1,0.0,0.0
scent-of-kiss-poplove,armand-basi,women,Spain,0.2,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.0,0.0
lotus-oud,lotus,unisex,Iran,0.0,0.4,0.0,0.0,0.14,0.47,0.0,0.0,0.0,0.0
mexx-waterlove-man,mexx,men,Netherlands,0.12,0.28,0.0,0.0,0.0,0.0,0.2,0.06,0.34,0.0
rose,aaron-terence-hughes,unisex,UK,0.0,0.0,0.0,0.0,0.06,0.46,0.32,0.0,0.16,0.0
pm,fragrance-du-bois,unisex,France,0.0,0.2,0.06,0.0,0.06,0.27,0.28,0.0,0.0,0.13
fleurs-d-ombre-bergamote,jean-charles-brosseau,women,France,0.29,0.23,0.0,0.0,0.18,0.29,0.0,0.0,0.0,0.0
english-dahlia-fragrance-mist,yardley,women,UK,0.32,0.0,0.0,0.0,0.0,0.32,0.36,0.0,0.0,0.0
gin-flower,solstice-scents,unisex,USA,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.6,0.0
to-be-goodvibes-for-him,police,men,Italy,0.1,0.0,0.0,0.0,0.31,0.0,0.1,0.0,0.0,0.48
tank-custom-for-him,replay,men,Italy,0.07,0.33,0.0,0.0,0.3,0.23,0.0,0.0,0.07,0.0
miel-extase,navitus-parfums,unisex,UAE,0.0,0.0,0.0,0.0,0.06,0.0,0.19,0.0,0.68,0.07
oud-mafia,morph,unisex,Italy,0.0,0.08,0.0,0.0,0.08,0.76,0.0,0.0,0.0,0.08
santa-casa,filippo-sorcinelli,unisex,Italy,0.0,0.29,0.0,0.06,0.06,0.0,0.12,0.0,0.23,0.24
absolute-woman,bruno-banani,women,Germany,0.06,0.2,0.0,0.0,0.0,0.26,0.16,0.06,0.26,0.0
full-speed-power,avon,men,USA,0.26,0.0,0.0,0.0,0.48,0.26,0.0,0.0,0.0,0.0
summer-white-bright,avon,women,USA,0.4,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0
outrageous-limited-edition-2017,frederic-malle,unisex,France,0.53,0.0,0.07,0.0,0.33,0.0,0.07,0.0,0.0,0.0
bleu-abysse,les-parfums-de-rosine,unisex,France,0.06,0.0,0.0,0.18,0.06,0.52,0.18,0.0,0.0,0.0
amo-ferragamo-oriental-wood,salvatore-ferragamo,women,Italy,0.0,0.08,0.08,0.0,0.08,0.0,0.28,0.0,0.47,0.0
black-opium-storm-illusion,yves-saint-laurent,women,France,0.09,0.0,0.06,0.0,0.06,0.24,0.15,0.0,0.41,0.0
till-sunrise,zara,men,Spain,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0
life-is-now-for-her,mexx,women,Netherlands,0.0,0.0,0.08,0.0,0.0,0.0,0.36,0.08,0.47,0.0
sacromonte,ricardo-ramos-perfumes-de-autor,unisex,Spain,0.17,0.59,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.0
absolument-femme,absolument-parfumeur,women,France,0.07,0.33,0.0,0.0,0.21,0.0,0.4,0.0,0.0,0.0
the-majestic-oud,alexandre-j,unisex,France,0.0,0.28,0.0,0.0,0.06,0.6,0.0,0.06,0.0,0.0
body,kkw-fragrance,women,USA,0.34,0.28,0.0,0.0,0.0,0.06,0.26,0.0,0.06,0.0
evolution-de-l-homme-matin,parfums-vintage,men,UK,0.07,0.0,0.0,0.0,0.14,0.3,0.16,0.0,0.33,0.0
musk-is-great,zimaya,unisex,UAE,0.2,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.0,0.0
libeccio,paolo-gigli,women,Italy,0.06,0.2,0.0,0.0,0.0,0.06,0.48,0.0,0.2,0.0
kings-wood,shay-blue-london,unisex,UK,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.1,0.1,0.48
stone-supernova-for-him,replay,men,Italy,0.06,0.06,0.0,0.0,0.28,0.06,0.14,0.34,0.06,0.0
pussy,rammstein,women,Germany,0.14,0.0,0.14,0.0,0.0,0.14,0.58,0.0,0.0,0.0
up-to-you-for-her,avon,women,USA,0.1,0.0,0.0,0.0,0.0,0.1,0.21,0.1,0.0,0.48
viva-by-fergie,avon,women,USA,0.34,0.0,0.0,0.0,0.32,0.34,0.0,0.0,0.0,0.0
incandessence-flame,avon,women,USA,0.0,0.0,0.2,0.0,0.2,0.0,0.4,0.0,0.2,0.0
defy,calvin-klein,men,USA,0.07,0.4,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0
zafferano-collector-edition,acqua-di-parma,unisex,Italy,0.26,0.0,0.0,0.0,0.18,0.2,0.1,0.0,0.26,0.0
aqua-universalis-cologne-forte,maison-francis-kurkdjian,unisex,France,0.14,0.0,0.14,0.0,0.0,0.0,0.27,0.0,0.45,0.0
mango-manga,montale,unisex,France,0.1,0.0,0.0,0.0,0.0,0.59,0.0,0.21,0.1,0.0
intensa,natura,women,Brazil,0.21,0.0,0.1,0.0,0.0,0.0,0.24,0.34,0.1,0.0
xtreme-xplosion,o-boticario,men,Brazil,0.07,0.33,0.0,0.0,0.53,0.0,0.07,0.0,0.0,0.0
alaska,axe,men,Denmark,0.08,0.39,0.0,0.0,0.36,0.08,0.0,0.08,0.0,0.0
intense,faberlic,men,Russia,0.34,0.0,0.0,0.0,0.12,0.4,0.14,0.0,0.0,0.0
oh-my-deer,baruti,unisex,Netherlands,0.0,0.34,0.12,0.2,0.06,0.0,0.0,0.0,0.28,0.0
citrus-paradisi-cologne,czech-speake,unisex,Czech Republic,0.29,0.23,0.0,0.0,0.18,0.29,0.0,0.0,0.0,0.0
kashaf,ajmal,unisex,UAE,0.0,0.0,0.07,0.0,0.07,0.47,0.33,0.07,0.0,0.0
cassandra-bleu,jeanne-arthes,women,France,0.14,0.0,0.27,0.0,0.0,0.0,0.59,0.0,0.0,0.0
fairy-dust,paris-hilton,women,USA,0.0,0.0,0.07,0.0,0.0,0.33,0.21,0.0,0.4,0.0
luxurious-peony,pokrovka-trading-house,women,Russia,0.17,0.0,0.08,0.0,0.0,0.39,0.36,0.0,0.0,0.0
chocolate-wasted,haught-parfums,unisex,USA,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.79,0.09
inspire,ellen-tracy,women,USA,0.21,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0
black-mafia,bybozo,unisex,France,0.28,0.06,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.26
musk-al-ghazal,al-rehab,unisex,Arabia saudi ,0.0,0.0,0.07,0.0,0.47,0.0,0.14,0.0,0.33,0.0
juice,commodity,unisex,USA,0.08,0.0,0.0,0.17,0.0,0.0,0.59,0.08,0.08,0.0
mon-petit,lolita-lempicka,unisex,France,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
dark-wash,zara,men,Spain,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0
mustang-for-men-eau-de-toilette,mustang,men,USA,0.08,0.0,0.08,0.0,0.28,0.47,0.08,0.0,0.0,0.0
for-woman,bi-es,women,Poland,0.0,0.0,0.14,0.0,0.14,0.14,0.58,0.0,0.0,0.0
vamp-black,pupa,women,Italy,0.0,0.2,0.06,0.0,0.2,0.2,0.2,0.0,0.14,0.0
uefa-champions-league-dare-edition,adidas,men,USA,0.08,0.0,0.0,0.0,0.44,0.47,0.0,0.0,0.0,0.0
almost-a-virgin,antonio-maretti,women,Italy,0.08,0.0,0.08,0.0,0.0,0.39,0.28,0.08,0.08,0.0
mi-scusi,antonio-maretti,women,Italy,0.14,0.0,0.0,0.27,0.0,0.0,0.32,0.14,0.14,0.0
lemon-island,atelier-cologne,unisex,USA,0.21,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.59,0.0
cafe-pop,cafe-parfums,women,France,0.1,0.48,0.0,0.0,0.0,0.0,0.31,0.1,0.0,0.0
no-13-fever,arcadia,unisex,UAE,0.0,0.33,0.0,0.0,0.14,0.07,0.07,0.0,0.4,0.0
princesse-de-coeur,laurent-mazzone-parfums,women,France,0.0,0.0,0.1,0.0,0.0,0.21,0.69,0.0,0.0,0.0
mango-touch,patrice-martin,unisex,France,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.21,0.59,0.0
oltre,tonatto-profumi,unisex,Italy,0.0,0.0,0.0,0.4,0.2,0.2,0.2,0.0,0.0,0.0
minsk,thera-cosmeticos,men,Brazil,0.2,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.0
cafe-vert,il-profvmo,women,Italy,0.1,0.0,0.0,0.0,0.21,0.0,0.1,0.0,0.59,0.0
sheer-delight,betty-barclay,women,Germany,0.21,0.58,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0
instinct-forbidden,avon,women,USA,0.17,0.0,0.0,0.0,0.0,0.0,0.28,0.08,0.47,0.0
today-tomorrow-always-diamond,avon,women,USA,0.2,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0
quixotic,amway,women,USA,0.64,0.0,0.0,0.0,0.17,0.0,0.19,0.0,0.0,0.0
jacqueline,gritti,women,Italy,0.28,0.0,0.06,0.0,0.19,0.0,0.07,0.0,0.4,0.0
oud-mood-elixir,lattafa-perfumes,unisex,UAE,0.0,0.2,0.0,0.0,0.32,0.16,0.06,0.0,0.2,0.06
the-italian-artists-of-via-solferino,trussardi,unisex,Italy,0.14,0.0,0.0,0.4,0.07,0.33,0.07,0.0,0.0,0.0
don-t-tell-jasmine,vilhelm-parfumerie,unisex,USA,0.2,0.0,0.2,0.0,0.2,0.0,0.4,0.0,0.0,0.0
friends-world-for-him,oriflame,men,Sweden,0.4,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0
in-red-blooming-passion,armand-basi,women,Spain,0.11,0.0,0.0,0.0,0.0,0.0,0.3,0.11,0.49,0.0
te-verde,adolfo-dominguez,women,Spain,0.21,0.48,0.0,0.0,0.21,0.1,0.0,0.0,0.0,0.0
paradise-flowers,bi-es,women,Poland,0.2,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.0,0.0
charmante,faberlic,women,Russia,0.08,0.39,0.0,0.0,0.0,0.08,0.36,0.08,0.0,0.0
fortunata,faberlic,women,Russia,0.0,0.0,0.0,0.0,0.0,0.18,0.09,0.21,0.52,0.0
mon-roi,faberlic,men,Russia,0.0,0.0,0.0,0.0,0.26,0.32,0.2,0.16,0.06,0.0
kaori,faberlic,women,Russia,0.0,0.23,0.0,0.12,0.06,0.0,0.41,0.18,0.0,0.0
amazing,bill-blass,women,USA,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0
realist,contradictions-in-ilk,unisex,UK,0.17,0.39,0.0,0.0,0.17,0.08,0.19,0.0,0.0,0.0
black-lace,dana,women,USA,0.1,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0
symphonie-d-amour,maissa-parfums,unisex,Lebanon,0.18,0.23,0.06,0.0,0.0,0.0,0.06,0.06,0.41,0.0
bukhoor,thomas-kosmala,unisex,France,0.0,0.29,0.06,0.0,0.0,0.59,0.0,0.0,0.0,0.06
kasar,teo-cabanel,men,France,0.0,0.0,0.06,0.0,0.22,0.46,0.0,0.0,0.0,0.26
refocus,m-int,unisex,Italy,0.14,0.27,0.14,0.0,0.0,0.45,0.0,0.0,0.0,0.0
fougere,jovoy-paris,men,France,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.0
dilis-classic-collection-no-1,dilis-parfum,women,Turkey,0.12,0.2,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0
homme,avon,men,USA,0.0,0.0,0.0,0.0,0.14,0.27,0.59,0.0,0.0,0.0
secret-fantasy-kiss,avon,women,USA,0.23,0.23,0.0,0.0,0.0,0.0,0.35,0.12,0.06,0.0
vanille-malika,chopard,women,Switzerland,0.0,0.21,0.0,0.0,0.0,0.1,0.1,0.0,0.59,0.0
liquide-2020,les-liquides-imaginaires,unisex,France,0.0,0.0,0.0,0.56,0.25,0.0,0.19,0.0,0.0,0.0
glacier,oriflame,men,Sweden,0.12,0.23,0.0,0.0,0.24,0.18,0.0,0.0,0.0,0.23
casual-2-oksana-robski,brocard,women,Russia,0.4,0.28,0.0,0.0,0.0,0.06,0.2,0.0,0.06,0.0
tantra-tantra,brocard,women,Russia,0.08,0.0,0.08,0.0,0.0,0.0,0.36,0.0,0.47,0.0
athena,aaron-terence-hughes,unisex,UK,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.56,0.3,0.0
jardin-de-bali,id-parfums,women,France,0.0,0.0,0.0,0.0,0.08,0.0,0.44,0.0,0.47,0.0
ungaro-for-her,emanuel-ungaro,women,France,0.08,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.47,0.0
clean-fragrance,clean,women,USA,0.08,0.0,0.0,0.0,0.36,0.0,0.56,0.0,0.0,0.0
kenzo-world,kenzo,women,France,0.14,0.14,0.14,0.0,0.0,0.0,0.45,0.14,0.0,0.0
under-the-stars,maison-martin-margiela,unisex,France,0.0,0.08,0.08,0.0,0.08,0.47,0.0,0.0,0.0,0.28
leader,oriflame,men,Sweden,0.0,0.0,0.0,0.0,0.86,0.14,0.0,0.0,0.0,0.0
all-or-nothing-unique-accord-1,oriflame,women,Sweden,0.14,0.0,0.14,0.0,0.0,0.0,0.72,0.0,0.0,0.0
lovely-me,liu-jo,women,Italy,0.14,0.0,0.0,0.0,0.0,0.14,0.58,0.14,0.0,0.0
the-queen-of-spades-classic,brocard,women,Russia,0.17,0.0,0.0,0.0,0.0,0.39,0.44,0.0,0.0,0.0
un-jardin-mystique,brocard,women,Russia,0.17,0.0,0.0,0.0,0.17,0.39,0.28,0.0,0.0,0.0
berriessence,brocard,women,Russia,0.0,0.0,0.0,0.0,0.0,0.33,0.23,0.1,0.33,0.0
passiflora,nest,women,USA,0.59,0.0,0.0,0.0,0.1,0.0,0.21,0.1,0.0,0.0
supergreen,coquillete,unisex,Italy,0.0,0.19,0.0,0.0,0.25,0.08,0.47,0.0,0.0,0.0
rosso-epicureo,jacques-fath,unisex,France,0.2,0.14,0.0,0.0,0.0,0.14,0.26,0.06,0.2,0.0
donna-blooming-flowers,sergio-tacchini,women,Italy,0.27,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0
sol-la,reminiscence,women,France,0.12,0.0,0.0,0.0,0.35,0.29,0.0,0.0,0.23,0.0
osmo-scents-encens-epice,il-profvmo,men,Italy,0.0,0.27,0.0,0.0,0.27,0.14,0.0,0.0,0.0,0.32
corvina-negra,fueguia-1833,unisex,Argentina,0.0,0.0,0.0,0.31,0.0,0.0,0.69,0.0,0.0,0.0
morning-star,cosmogony,women,Russia,0.0,0.0,0.07,0.0,0.0,0.4,0.47,0.07,0.0,0.0
gelsomino-notturno,bottega-verde,women,Italy,0.0,0.32,0.0,0.0,0.0,0.32,0.12,0.12,0.12,0.0
crystal-love-for-him,attar-collection,men,UAE,0.06,0.0,0.12,0.0,0.0,0.2,0.0,0.1,0.32,0.2
v-for-victory-gold,avon,men,USA,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0
powerful-flowers-lila,avon,women,USA,0.59,0.0,0.1,0.0,0.1,0.0,0.21,0.0,0.0,0.0
ck-free-blue,calvin-klein,men,USA,0.22,0.2,0.0,0.06,0.32,0.0,0.0,0.0,0.0,0.2
red-door,elizabeth-arden,women,USA,0.0,0.16,0.0,0.0,0.0,0.06,0.64,0.0,0.14,0.0
givenchy-pour-homme-silver-edition,givenchy,men,France,0.08,0.0,0.0,0.08,0.17,0.47,0.19,0.0,0.0,0.0
lail-maleki,lattafa-perfumes,unisex,UAE,0.0,0.2,0.0,0.0,0.0,0.0,0.12,0.26,0.42,0.0
bois-fuchsia,les-parfums-de-rosine,women,France,0.0,0.0,0.0,0.0,0.06,0.46,0.42,0.06,0.0,0.0
signorina-unica,salvatore-ferragamo,women,Italy,0.06,0.06,0.0,0.06,0.0,0.28,0.14,0.0,0.4,0.0
chiffon,oriflame,women,Sweden,0.0,0.0,0.1,0.0,0.0,0.34,0.56,0.0,0.0,0.0
ice,oriflame,women,Sweden,0.27,0.0,0.14,0.14,0.0,0.0,0.45,0.0,0.0,0.0
wake-up-feel-good,oriflame,unisex,Sweden,0.4,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0
miss-charming,oriflame,women,Sweden,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.7,0.0
cuir-mojito,daniel-barros,unisex,Brazil,0.12,0.0,0.06,0.0,0.06,0.12,0.12,0.0,0.0,0.52
united-colors-of-benetton-woman,benetton,women,Italy,0.08,0.0,0.08,0.0,0.0,0.0,0.36,0.0,0.47,0.0
pulse,faberlic,men,Russia,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0
xx-very-nice,mexx,women,Netherlands,0.14,0.0,0.0,0.0,0.32,0.14,0.27,0.14,0.0,0.0
amazon-lily,nest,women,USA,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0
glamour-fantasy,bourjois,women,France,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.38,0.15,0.0
cafe-green,cafe-parfums,women,France,0.27,0.0,0.14,0.0,0.14,0.0,0.45,0.0,0.0,0.0
ravenclaw-parfum,house-of-sillage,unisex,USA,0.4,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0
jf9-red,jafra,men,USA,0.06,0.23,0.0,0.0,0.59,0.06,0.06,0.0,0.0,0.0
dana,verset-parfums,women,UK,0.2,0.2,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0
pillow-lips,tsvga-parfums,unisex,USA,0.0,0.0,0.0,0.0,0.0,0.08,0.28,0.08,0.56,0.0
peach-fields,skylar,unisex,USA,0.0,0.39,0.08,0.0,0.0,0.08,0.17,0.08,0.19,0.0
contemporary,police,men,Italy,0.21,0.0,0.0,0.0,0.45,0.1,0.24,0.0,0.0,0.0
the-bell-chime-kolokol-nyj-zvon,ladanika,unisex,Russia,0.07,0.07,0.0,0.4,0.0,0.0,0.0,0.0,0.47,0.0
dream,la-rive,women,Poland,0.0,0.0,0.0,0.0,0.0,0.1,0.21,0.0,0.69,0.0
apparition-pink,emanuel-ungaro,women,France,0.08,0.0,0.0,0.0,0.0,0.0,0.76,0.08,0.08,0.0
amber-oud-private-edition,al-haramain-perfumes,unisex,UAE,0.18,0.21,0.0,0.0,0.0,0.24,0.06,0.0,0.32,0.0
pink-breeze,al-rehab,women,Arabia saudi ,0.0,0.0,0.06,0.0,0.0,0.0,0.31,0.19,0.44,0.0
avon-beautiful-butterfly,avon,women,USA,0.53,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.33,0.0
lush-fleur,clean,women,USA,0.06,0.28,0.06,0.0,0.0,0.0,0.26,0.06,0.28,0.0
ocean-blue,alyssa-ashley,unisex,USA,0.0,0.0,0.0,0.14,0.14,0.4,0.0,0.0,0.33,0.0
hugo-jeans-man,hugo-boss,men,Germany,0.4,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0
kriska,natura,women,Brazil,0.14,0.14,0.0,0.0,0.0,0.14,0.26,0.06,0.26,0.0
l-air-du-temps-cristal-d-or,nina-ricci,women,France,0.0,0.18,0.0,0.0,0.06,0.06,0.7,0.0,0.0,0.0
quasar-rush,o-boticario,men,Brazil,0.12,0.5,0.0,0.06,0.22,0.0,0.1,0.0,0.0,0.0
city-jungle,oriflame,women,Sweden,0.0,0.0,0.0,0.29,0.0,0.23,0.0,0.35,0.12,0.0
love,desigual,women,Spain,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0
brillant-nuage-d-or,brocard,women,Russia,0.08,0.0,0.0,0.08,0.0,0.0,0.36,0.08,0.39,0.0
cristal,faberlic,women,Russia,0.24,0.0,0.0,0.0,0.0,0.29,0.24,0.06,0.18,0.0
bel-ange,faberlic,women,Russia,0.14,0.33,0.0,0.0,0.0,0.07,0.23,0.23,0.0,0.0
collection-privee-alizes,faberlic,women,Russia,0.0,0.33,0.0,0.07,0.53,0.0,0.07,0.0,0.0,0.0
autumn-rhythm,chris-collins,unisex,USA,0.4,0.0,0.0,0.0,0.0,0.07,0.14,0.0,0.0,0.4
mimosa-cologne,czech-speake,women,Czech Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0
diesel-green-masculine-special-edition,diesel,men,Italy,0.59,0.0,0.0,0.0,0.31,0.1,0.0,0.0,0.0,0.0
raven,ellis-brooklyn,women,USA,0.0,0.0,0.1,0.0,0.1,0.7,0.1,0.0,0.0,0.0
amberbomb,laboratorio-olfattivo,unisex,Italy,0.0,0.1,0.0,0.0,0.06,0.22,0.16,0.1,0.2,0.16
optimistic-for-her,paul-smith,women,UK,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.48,0.0
apple-temptation,women-secret,women,Spain,0.27,0.0,0.0,0.27,0.0,0.0,0.32,0.14,0.0,0.0
rock-princess-2023,vera-wang,women,USA,0.0,0.34,0.0,0.0,0.0,0.06,0.26,0.0,0.34,0.0
jaspe,teo-cabanel,men,France,0.0,0.0,0.0,0.0,0.53,0.07,0.0,0.0,0.0,0.4
c-thru-coral-dream,sarantis,women,Greece,0.0,0.18,0.0,0.0,0.12,0.24,0.29,0.0,0.18,0.0
heidi-klum,lr,women,Germany,0.0,0.0,0.0,0.0,0.25,0.56,0.19,0.0,0.0,0.0
ylang-ylang-espresso,floral-street,unisex,UK,0.0,0.0,0.0,0.0,0.06,0.16,0.26,0.0,0.52,0.0
fcuk-connect-her,fcuk,women,UK,0.0,0.47,0.0,0.0,0.0,0.08,0.44,0.0,0.0,0.0
french-bouquet,bdk-parfums,unisex,France,0.06,0.06,0.0,0.0,0.06,0.26,0.36,0.0,0.0,0.2
boss-alive-eau-de-toilette,hugo-boss,women,Germany,0.14,0.0,0.0,0.0,0.0,0.14,0.58,0.14,0.0,0.0
vovo,natura,men,Brazil,0.0,0.59,0.1,0.0,0.1,0.21,0.0,0.0,0.0,0.0
cuide-se-bem-bubbaloo-tutti-frutti,o-boticario,women,Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.0
itisdream,salvador-dali,women,Spain,0.08,0.39,0.0,0.0,0.0,0.08,0.36,0.08,0.0,0.0
sheer-tiffany,tiffany,women,USA,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
flirty-bella,oriflame,women,Sweden,0.31,0.0,0.0,0.0,0.21,0.48,0.0,0.0,0.0,0.0
ex-cla-ma-tion-blush,coty,women,USA,0.0,0.4,0.0,0.0,0.07,0.07,0.47,0.0,0.0,0.0
her-secret-game,antonio-banderas,women,USA,0.3,0.0,0.0,0.0,0.0,0.33,0.23,0.07,0.07,0.0
love-forever-green,bi-es,women,Poland,0.32,0.2,0.0,0.06,0.0,0.0,0.16,0.26,0.0,0.0
rosa-muscosa,coquillete,unisex,Italy,0.0,0.13,0.0,0.0,0.19,0.12,0.37,0.06,0.13,0.0
gianmarco-venturi-femme,gianmarco-venturi,women,Italy,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.1,0.1,0.0
vanilla,maissa-parfums,unisex,Lebanon,0.0,0.0,0.07,0.0,0.0,0.0,0.47,0.0,0.47,0.0
freesia-d-or,maitre-parfumeur-et-gantier,women,France,0.0,0.39,0.0,0.0,0.0,0.08,0.44,0.0,0.08,0.0
anime-sante,maria-candida-gentile,unisex,Italy,0.0,0.14,0.0,0.0,0.14,0.0,0.14,0.14,0.45,0.0
euro,paris-elysees,men,India,0.0,0.08,0.08,0.0,0.08,0.19,0.08,0.0,0.4,0.08
julia,teo-cabanel,women,France,0.14,0.0,0.0,0.0,0.0,0.0,0.58,0.14,0.14,0.0
be-st,sergio-tacchini,women,Italy,0.7,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0
with-you,sergio-tacchini,women,Italy,0.08,0.39,0.0,0.0,0.0,0.08,0.44,0.0,0.0,0.0
burnt-flower,miguel-matos,unisex,Portugal,0.0,0.0,0.06,0.0,0.28,0.06,0.4,0.14,0.0,0.06
let-s-travel-to-paris-for-men,mandarina-duck,men,Italy,0.0,0.0,0.14,0.14,0.27,0.0,0.45,0.0,0.0,0.0
hakka,j-scent,unisex,Japan,0.34,0.28,0.0,0.0,0.12,0.0,0.26,0.0,0.0,0.0
sans-fleurs,bortnikoff,unisex,Thailand,0.0,0.0,0.0,0.0,0.06,0.54,0.0,0.0,0.2,0.2
delicious-sensations-caramapple,avon,women,USA,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.56,0.0
full-speed-surfer,avon,men,USA,0.14,0.0,0.0,0.4,0.14,0.33,0.0,0.0,0.0,0.0
rare-onyx,avon,women,USA,0.0,0.34,0.12,0.0,0.0,0.0,0.2,0.0,0.34,0.0
blonde-rose,clean,unisex,USA,0.14,0.0,0.14,0.0,0.0,0.14,0.58,0.0,0.0,0.0
fenice,gritti,unisex,Italy,0.0,0.32,0.14,0.0,0.0,0.0,0.14,0.27,0.14,0.0
l-eau-kenzo-pour-femme-sunlight-edition-limitee,kenzo,women,France,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0
charlie-black,revlon,women,USA,0.06,0.23,0.0,0.0,0.0,0.0,0.0,0.29,0.41,0.0
dare-to-shine,oriflame,women,Sweden,0.0,0.33,0.0,0.0,0.0,0.0,0.14,0.07,0.47,0.0
rival,oriflame,men,Sweden,0.06,0.16,0.0,0.06,0.27,0.16,0.08,0.0,0.22,0.0
kokete-2,dzintars,women,Latvia,0.06,0.2,0.0,0.38,0.0,0.0,0.36,0.0,0.0,0.0
so-essential,angel-schlesser,women,Spain,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.07,0.23,0.0
promenade,faberlic,women,Russia,0.14,0.0,0.0,0.27,0.14,0.0,0.45,0.0,0.0,0.0
boom-couture,faberlic,women,Russia,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.48,0.0
gracefl,faberlic,women,Russia,0.21,0.48,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0
iceberg-effusion-woman,iceberg,women,Italy,0.07,0.0,0.0,0.0,0.07,0.07,0.47,0.0,0.33,0.0
adidas-uefa-champions-league-edition,adidas,men,USA,0.14,0.0,0.0,0.0,0.27,0.22,0.22,0.0,0.16,0.0
just-me,paris-hilton,women,USA,0.0,0.0,0.0,0.0,0.0,0.06,0.65,0.0,0.29,0.0
w-eau-sunset,women-secret,women,Spain,0.25,0.39,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0
hipos,thera-cosmeticos,men,Brazil,0.4,0.33,0.07,0.0,0.14,0.07,0.0,0.0,0.0,0.0
chypre-sublime,floral-street,unisex,UK,0.0,0.08,0.0,0.0,0.17,0.28,0.47,0.0,0.0,0.0
brut-revolution,brut-parfums-prestige,men,France,0.23,0.0,0.0,0.12,0.12,0.53,0.0,0.0,0.0,0.0
high-street-midnight,armaf,women,UAE,0.1,0.6,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0
